iteration,avg_price,cash_and_stock,cash,stock_value,action,position
93,15.5203,1000000.0,1000000.0,0.0,0,0
94,15.3076,1000000.0,1000000.0,0.0,0,0
95,15.3327,1000000.0,1000000.0,0.0,0,0
96,15.3327,1000000.0,1000000.0,0.0,0,0
97,15.5953,1000000.0,1000000.0,0.0,0,0
98,15.6703,1000000.0,1000000.0,0.0,0,0
99,15.6703,1000000.0,1000000.0,0.0,0,0
100,15.4827,1000000.0,1000000.0,0.0,0,0
101,15.5453,1000000.0,1000000.0,0.0,0,0
102,15.3702,1000000.0,1000000.0,0.0,0,0
103,15.3702,1000000.0,1000000.0,0.0,0,0
104,15.1826,1000000.0,1000000.0,0.0,0,0
105,15.0325,1000000.0,1000000.0,0.0,0,0
106,14.9325,1000000.0,1000000.0,0.0,0,0
107,15.2201,1000000.0,1000000.0,0.0,0,0
108,15.1201,1000000.0,1000000.0,0.0,0,0
109,15.045,1000000.0,1000000.0,0.0,0,0
110,15.1951,1000000.0,1000000.0,0.0,0,0
111,15.1576,1000000.0,1000000.0,0.0,0,0
112,15.3202,1000000.0,1000000.0,0.0,0,0
113,15.3952,1000000.0,1000000.0,0.0,0,0
114,15.6578,1000000.0,1000000.0,0.0,0,0
115,15.8204,1000000.0,1000000.0,0.0,0,0
116,16.1456,1000000.0,1000000.0,0.0,0,0
117,16.3332,1000000.0,1000000.0,0.0,0,0
118,16.4332,1000000.0,1000000.0,0.0,0,0
119,17.1211,1000000.0,1000000.0,0.0,0,0
120,16.8584,1000000.0,1000000.0,0.0,0,0
121,16.6208,1000000.0,1000000.0,0.0,0,0
122,16.1331,1000000.0,1000000.0,0.0,0,0
123,15.6578,1000000.0,1000000.0,0.0,0,0
124,15.4077,1000000.0,1000000.0,0.0,0,0
125,15.5328,1000000.0,1000000.0,0.0,0,0
126,15.3327,1000000.0,1000000.0,0.0,0,0
127,15.3577,1000000.0,1000000.0,0.0,0,0
128,15.4577,1000000.0,1000000.0,0.0,0,0
129,15.6203,1000000.0,1000000.0,0.0,0,0
130,15.5328,1000000.0,1000000.0,0.0,0,0
131,15.7454,1000000.0,1000000.0,0.0,0,0
132,15.6078,1000000.0,1000000.0,0.0,0,0
133,15.8454,1000000.0,1000000.0,0.0,0,0
134,16.0955,1000000.0,1000000.0,0.0,0,0
135,16.2706,1000000.0,1000000.0,0.0,0,0
136,16.4457,1000000.0,1000000.0,0.0,0,0
137,16.6208,1000000.0,1000000.0,0.0,0,0
138,16.6833,1000000.0,1000000.0,0.0,0,0
139,16.6833,1000000.0,1000000.0,0.0,0,0
140,16.5333,1000000.0,1000000.0,0.0,0,0
141,16.4957,1000000.0,1000000.0,0.0,0,0
142,16.9585,1000000.0,1000000.0,0.0,0,0
143,16.8584,1000000.0,1000000.0,0.0,0,0
144,16.1331,1000000.0,1000000.0,0.0,0,0
145,16.5708,1000000.0,1000000.0,0.0,0,0
146,16.4457,1000000.0,1000000.0,0.0,0,0
147,16.5458,1000000.0,1000000.0,0.0,0,0
148,17.1336,1000000.0,1000000.0,0.0,0,0
149,17.3962,1000000.0,1000000.0,0.0,0,0
150,19.0345,999249.88,499251.3,499998.57,1,1
151,19.8349,1020274.78,499251.3,521023.48,0,1
152,21.2981,1058710.94,499251.3,559459.64,1,1
153,22.5488,1091562.36,499251.3,592311.06,1,1
154,22.2111,1082692.48,499251.3,583441.17,1,1
155,22.2361,1083349.51,499251.3,584098.2,1,1
156,22.2361,1083349.51,499251.3,584098.2,1,1
157,23.6118,1119486.07,499251.3,620234.76,1,1
158,24.8124,1151023.43,499251.3,651772.12,1,1
159,24.8624,1152337.48,499251.3,653086.18,1,1
160,26.3507,1191430.67,499251.3,692179.37,1,1
161,26.0255,1182889.3,499251.3,683638.0,1,1
162,25.4502,1167777.65,499251.3,668526.35,1,1
163,25.2376,1162192.91,499251.3,662941.61,1,1
164,24.1496,1133612.17,499251.3,634360.87,1,1
165,23.962,1128684.46,499251.3,629433.16,1,1
166,23.4992,1116529.44,499251.3,617278.13,1,1
167,24.1246,1132955.15,499251.3,633703.84,1,1
168,24.1621,1133940.69,499251.3,634689.39,1,1
169,23.6493,1120471.61,499251.3,621220.3,1,1
170,21.9985,1077107.74,499251.3,577856.43,1,1
171,22.0235,1077764.77,499251.3,578513.46,1,1
172,22.4612,1089262.76,499251.3,590011.46,1,1
173,22.2861,1084663.56,499251.3,585412.26,1,1
174,22.1861,1082035.45,499251.3,582784.15,1,1
175,22.111,1080064.36,499251.3,580813.06,1,1
176,21.911,1074808.14,499251.3,575556.83,1,1
177,21.4482,1062653.11,499251.3,563401.81,1,1
178,21.7234,1069880.42,499251.3,570629.12,1,1
179,21.7609,1070865.97,499251.3,571614.66,1,1
180,21.7108,1069551.91,499251.3,570300.61,0,1
181,21.2981,1058710.94,499251.3,559459.64,0,1
182,23.4492,1115215.38,499251.3,615964.08,1,1
183,23.1866,1108316.58,499251.3,609065.28,1,1
184,23.4242,1114558.35,499251.3,615307.05,1,1
185,23.5493,1117843.49,499251.3,618592.19,1,1
186,23.0865,1105688.47,499251.3,606437.17,1,1
187,23.8619,1126056.35,499251.3,626805.05,1,1
188,25.1626,1160221.82,499251.3,660970.52,1,1
189,26.0505,1183546.33,499251.3,684295.03,1,1
190,25.6753,1173690.9,499251.3,674439.6,1,1
191,25.963,1181246.73,499251.3,681995.43,1,1
192,25.3877,1166135.08,499251.3,666883.78,1,1
193,25.0625,1157593.71,499251.3,658342.41,1,1
194,25.8629,1178618.62,499251.3,679367.31,1,1
195,25.988,1181903.76,499251.3,682652.46,1,1
196,25.1376,1159564.79,499251.3,660313.49,1,1
197,27.1636,1212784.09,499251.3,713532.79,1,1
198,27.964,1233809.0,499251.3,734557.7,1,1
199,28.2391,1241036.31,499251.3,741785.01,1,1
200,28.927,1259104.59,499251.3,759853.29,1,1
201,28.5893,1250234.71,499251.3,750983.4,1,1
202,29.2021,1266331.9,499251.3,767080.6,1,1
203,31.7033,1332034.74,499251.3,832783.43,1,1
204,32.091,1342218.68,499251.3,842967.37,1,1
205,31.5032,1326778.51,499251.3,827527.21,1,1
206,32.091,1342218.68,499251.3,842967.37,1,1
207,31.8784,1336633.93,499251.3,837382.63,1,1
208,30.928,1311666.86,499251.3,812415.55,1,1
209,31.103,1316266.06,499251.3,817014.75,1,1
210,31.103,1316266.06,499251.3,817014.75,1,1
211,31.6908,1331706.22,499251.3,832454.92,1,1
212,32.6788,1357658.84,499251.3,858407.54,1,1
213,32.9915,1365871.7,499251.3,866620.39,1,1
214,33.0415,1367185.75,499251.3,867934.45,1,1
215,33.2916,1373756.04,499251.3,874504.73,1,1
216,32.8789,1362915.07,499251.3,863663.77,1,1
217,32.7289,1358972.9,499251.3,859721.6,1,1
218,31.1406,1317251.6,499251.3,818000.3,1,1
219,29.915,1285057.21,499251.3,785805.91,1,1
220,29.99,1287028.29,499251.3,787776.99,1,1
221,31.3156,1321850.8,499251.3,822599.49,1,1
222,30.5403,1301482.92,499251.3,802231.62,1,1
223,30.5903,1302796.97,499251.3,803545.67,1,1
224,31.6908,1331706.22,499251.3,832454.92,1,1
225,31.2781,1320865.25,499251.3,821613.95,1,1
226,31.0655,1315280.51,499251.3,816029.21,1,1
227,31.3031,1321522.28,499251.3,822270.98,1,1
228,31.2531,1320208.23,499251.3,820956.92,1,1
229,32.116,1342875.7,499251.3,843624.4,1,1
230,32.3662,1349445.99,499251.3,850194.68,1,1
231,32.3161,1348131.93,499251.3,848880.63,1,1
232,32.1411,1343532.73,499251.3,844281.43,1,1
233,32.8664,1362586.55,499251.3,863335.25,1,1
234,35.9805,1444386.58,499251.3,945135.28,1,1
235,38.5192,1511074.96,499251.3,1011823.66,1,1
236,38.5568,1512060.5,499251.3,1012809.2,1,1
237,39.0195,1524215.53,499251.3,1024964.23,1,1
238,39.2696,1530785.81,499251.3,1031534.51,1,1
239,40.958,1575135.23,499251.3,1075883.92,1,1
240,41.4457,1587947.28,499251.3,1088695.98,1,1
241,41.5583,1590903.91,499251.3,1091652.6,1,1
242,43.3342,1637552.92,499251.3,1138301.62,1,1
243,46.8734,1730522.43,499251.3,1231271.13,1,1
244,50.0375,1806314.04,1806314.04,0.0,-1,0
245,50.5378,1806314.04,1806314.04,0.0,0,0
246,49.7999,1806314.04,1806314.04,0.0,0,0
247,47.5738,1806314.04,1806314.04,0.0,0,0
248,46.4607,1805862.69,902712.78,903149.91,-1,-1
249,45.9605,1814684.35,902712.78,911971.57,0,-1
250,44.6598,1839967.69,902712.78,937254.91,0,-1
251,45.1476,1830486.44,902712.78,927773.66,0,-1
252,45.8729,1816386.11,902712.78,913673.34,0,-1
253,46.2481,1809092.84,902712.78,906380.07,0,-1
254,46.936,1795721.85,902712.78,893009.07,0,-1
255,46.3106,1807877.3,902712.78,905164.52,0,-1
256,46.2106,1809822.17,902712.78,907109.39,0,-1
257,46.6358,1801556.47,902712.78,898843.69,0,-1
258,46.8984,1796451.18,902712.78,893738.4,0,-1
259,48.2866,1769466.08,902712.78,866753.3,0,-1
260,47.8864,1777245.57,902712.78,874532.79,0,-1
261,48.0365,1774328.26,902712.78,871615.48,0,-1
262,47.2861,1788914.8,902712.78,886202.02,0,-1
263,45.4227,1825138.04,902712.78,922425.26,0,-1
264,45.923,1815413.68,902712.78,912700.9,0,-1
265,46.9109,1796208.07,902712.78,893495.29,0,-1
266,46.5232,1803744.45,902712.78,901031.67,0,-1
267,47.6113,1782593.96,902712.78,879881.19,0,-1
268,49.4372,1747100.05,902712.78,844387.27,0,-1
269,49.3246,1749288.03,902712.78,846575.25,0,-1
270,49.8749,1738591.24,902712.78,835878.46,0,-1
271,50.075,1734701.49,902712.78,831988.71,0,-1
272,49.5373,1745155.18,902712.78,842442.4,0,-1
273,48.937,1756824.41,902712.78,854111.63,0,-1
274,52.5012,1687538.35,902712.78,784825.57,0,-1
275,52.7013,1683648.6,902712.78,780935.83,0,-1
276,53.7519,1663227.45,902712.78,760514.67,0,-1
277,55.978,1619954.05,902712.78,717241.27,0,-1
278,57.2786,1594670.71,902712.78,691957.93,0,-1
279,55.3026,1633081.93,902712.78,730369.15,0,-1
280,55.0275,1638430.33,902712.78,735717.55,0,-1
281,51.5007,1706987.07,902712.78,804274.29,0,-1
282,50.6753,1723032.26,902712.78,820319.48,0,-1
283,50.5378,1725706.46,902712.78,822993.68,0,-1
284,52.4012,1689483.22,902712.78,786770.44,0,-1
285,52.3262,1690941.87,902712.78,788229.1,0,-1
286,51.8759,1699693.8,902712.78,796981.02,0,-1
287,52.7514,1682676.17,902712.78,779963.39,0,-1
288,57.3537,1593212.06,902712.78,690499.28,0,-1
289,58.1541,1577653.08,902712.78,674940.3,0,-1
290,57.4537,1591267.19,902712.78,688554.41,0,-1
291,57.2036,1596129.37,902712.78,693416.59,0,-1
292,55.6528,1626274.88,902712.78,723562.1,0,-1
293,55.2026,1635026.8,902712.78,732314.03,0,-1
294,55.8779,1621898.92,902712.78,719186.14,0,-1
295,54.4772,1649127.13,902712.78,746414.35,0,-1
296,53.4517,1669062.06,902712.78,766349.29,0,-1
297,51.8009,1701152.45,902712.78,798439.67,0,-1
298,49.4997,1745884.51,902712.78,843171.73,0,-1
299,47.1861,1790859.67,902712.78,888146.89,0,-1
300,46.6108,1802042.68,902712.78,899329.91,0,-1
301,46.098,1812010.15,902712.78,909297.37,0,-1
302,46.7233,1799854.7,902712.78,897141.92,0,-1
303,48.3367,1768493.64,902712.78,865780.86,0,-1
304,49.3747,1748315.6,902712.78,845602.82,0,-1
305,48.3867,1767521.21,902712.78,864808.43,0,-1
306,48.4367,1766548.77,902712.78,863835.99,0,-1
307,48.0615,1773842.04,902712.78,871129.26,0,-1
308,47.4112,1786483.71,902712.78,883770.93,0,-1
309,46.0605,1812739.48,902712.78,910026.7,0,-1
