Date,V,O,H,L,C,KD-FK,KD-K,KD-D,MACD-DIF,MACD-DEF,MACD-Bar,SMA-10,SMA-20,SMA-60,VWMA-10,VWMA-20,VWMA-60,STD-10,STD-20,STD-60,VIX-10,VIX-20,VIX-60,CVOL-7,CVOL-14,CVOL-28,R-V,R-O,R-H,R-L,R-C,R-KD-FK,R-KD-K,R-KD-D,R-MACD-DIF,R-MACD-DEF,R-MACD-Bar,R-SMA-10,R-SMA-20,R-SMA-60,R-VWMA-10,R-VWMA-20,R-VWMA-60,R-STD-10,R-STD-20,R-STD-60,R-VIX-10,R-VIX-20,R-VIX-60,R-CVOL-7,R-CVOL-14,R-CVOL-28
2016-05-17,3093609,20.0,21.85,20.0,21.85,42.5,19.9877,13.7647,,,,22.86,24.9175,,22.2238,24.6169,,2.0364,2.692,,67.6278,50.2857,,51.8811,,,211.0814,0.5025,9.799,0.5025,9.799,324.9995,128.9148,29.2067,,,,-1.274,-1.2484,,-1.5897,-1.853,,-2.4188,0.3449,,46.9423,27.3233,,104.3111,,
2016-05-18,1394802,21.25,21.7,21.2,21.55,38.1356,26.037,17.8555,,,,22.575,24.5525,,22.0622,23.7749,,1.996,2.6248,,68.3243,49.1063,,35.571,,,45.0866,-2.746,-0.6865,-2.9748,-1.373,-10.2693,30.2652,29.719,,,,-1.2467,-1.4648,,-0.7269,-3.4205,,-1.9859,-2.4965,,1.0299,-2.3454,,-31.4373,,
2016-05-19,1100537,21.55,21.6,21.1,21.3,33.8983,28.6574,21.4561,,,,22.205,24.21,,21.8522,23.4833,,1.8328,2.5771,,66.6407,49.1309,,31.9499,,,78.9027,0.0,0.232,-2.0882,-1.1601,-11.1111,10.0643,20.1655,,,,-1.639,-1.395,,-0.9522,-1.2262,,-8.1767,-1.8154,,-2.4641,0.0499,,-10.1799,,
2016-05-20,647000,21.55,21.65,21.15,21.3,36.036,31.117,24.6764,,,,21.84,23.86,,21.7141,23.2296,,1.57,2.4653,,66.8009,49.0101,,-29.552,,,58.7895,1.1737,1.6432,-0.7042,0.0,6.3063,8.5826,15.0087,,,,-1.6438,-1.4457,,-0.6319,-1.0804,,-14.3387,-4.3377,,0.2404,-0.2458,,-192.4948,,
2016-05-23,2273409,21.8,22.95,21.8,22.45,57.2728,39.8356,29.7294,-2.248,,,21.635,23.62,,21.7179,22.9638,,1.2936,2.3488,,73.731,53.0689,,-27.0735,,,351.377,2.3474,7.7465,2.3474,5.3991,58.9319,28.0188,20.4773,,,,-0.9386,-1.0059,,0.0177,-1.1442,,-17.6059,-4.7255,,10.3742,8.2815,,-8.387,,
2016-05-24,734335,22.45,22.65,22.15,22.4,84.9315,54.8675,38.1088,-2.0815,,,21.42,23.3775,,21.6706,22.817,,0.8619,2.2,,73.8112,53.1724,,-39.2227,,,32.3011,0.0,0.8909,-1.3363,-0.2227,48.293,37.7351,28.1854,-7.4072,,,-0.9938,-1.0267,,-0.218,-0.6393,,-33.3704,-6.3372,,0.1088,0.1951,,44.8749,,
2016-05-25,2051468,22.8,23.25,22.7,22.75,87.3418,65.6923,47.3033,-1.8994,,,21.485,23.1575,,21.501,22.7347,,0.9399,2.0151,,65.015,54.0962,,-38.5504,-3.3859,,279.3641,1.7857,3.7946,1.3393,1.5625,2.8379,19.7289,24.1269,-8.7486,,,0.3035,-0.9411,,-0.7824,-0.3608,,9.0454,-8.4036,,-11.9172,1.7373,,-1.7142,,
2016-05-26,539302,23.0,23.0,22.5,22.55,82.2785,71.221,55.2759,-1.751,,,21.62,22.945,,21.5404,22.6365,,0.99,1.826,,57.5544,54.0922,,-49.9734,-6.0492,,26.2886,1.0989,1.0989,-1.0989,-0.8791,-5.7971,8.4161,16.8541,-7.8111,,,0.6283,-0.9176,,0.1831,-0.4319,,5.334,-9.3851,,-11.4752,-0.0074,,29.6315,78.6569,
2016-05-27,1372000,22.75,23.1,22.65,22.75,84.6154,75.6858,62.0792,-1.5989,,,21.88,22.7825,,21.8675,22.5,,0.8982,1.6784,,46.7082,53.8821,,-45.7038,-9.2752,,254.4029,0.8869,2.439,0.4435,0.8869,2.8403,6.2689,12.3079,-8.689,,,1.2026,-0.7082,,1.5186,-0.6029,,-9.2724,-8.0795,,-18.8451,-0.3884,,-8.5438,53.3287,
2016-05-30,648330,23.0,23.05,22.7,22.85,81.3953,77.589,67.2491,-1.4535,,,22.175,22.665,,22.1106,22.3621,,0.6157,1.5796,,42.6353,53.0662,,-43.7462,-10.2416,,47.2544,1.0989,1.3187,-0.2198,0.4396,-3.8055,2.5146,8.328,-9.094,,,1.3483,-0.5157,,1.1119,-0.613,,-31.4577,-5.8862,,-8.72,-1.5142,,-4.2833,10.4195,
2016-05-31,1312049,22.9,22.9,21.95,22.05,44.186,66.4547,66.9843,-1.3868,,,22.195,22.5275,,22.3022,22.2559,,0.6071,1.5018,,31.121,53.2929,,-24.6839,-28.8346,,202.3736,0.2188,0.2188,-3.9387,-3.5011,-45.7143,-14.3504,-0.3938,-4.5866,,,0.0902,-0.6067,,0.8664,-0.4746,,-1.3874,-4.9285,,-27.0064,0.4273,,-43.5747,181.5432,
2016-06-01,907209,22.15,22.4,21.85,22.3,54.7619,62.5571,65.5085,-1.2988,,,22.27,22.4225,,22.388,22.1908,,0.5633,1.436,,31.2038,53.2592,,-33.0449,-34.6278,,69.1444,0.4535,1.5873,-0.907,1.1338,23.9349,-5.8651,-2.2031,-6.3439,,,0.3379,-0.4661,,0.3848,-0.2929,,-7.2124,-4.3841,,0.2659,-0.0632,,33.872,20.0914,
2016-06-02,713048,22.4,22.6,22.1,22.1,20.6897,48.6013,59.8728,-1.2311,-1.661,0.4299,22.35,22.2775,,22.4769,22.0943,,0.457,1.3022,,30.6386,52.778,,-28.0919,-40.8254,,78.598,0.4484,1.3453,-0.8969,-0.8969,-62.2188,-22.3089,-8.6031,-5.2182,,,0.3592,-0.6467,,0.397,-0.4345,,-18.8666,-9.3167,,-1.8112,-0.9035,,-14.9888,17.8977,
2016-06-03,537100,22.35,22.35,21.9,22.05,14.2856,37.1627,52.3028,-1.1679,-1.5624,0.3945,22.425,22.1325,,22.5208,22.0264,,0.3002,1.1403,,31.0394,52.7576,,-26.3059,-41.4499,,75.3245,1.1312,1.1312,-0.905,-0.2262,-30.9529,-23.5355,-12.6435,-5.129,-5.9372,-8.2511,0.3356,-0.6509,,0.1951,-0.3074,,-34.3101,-12.4292,,1.308,-0.0387,,-6.3577,1.5296,
2016-06-06,336173,21.95,22.15,21.9,21.9,3.5714,25.9656,43.5237,-1.1171,-1.4733,0.3562,22.37,22.0025,,22.5275,21.9783,,0.3425,0.9952,,19.0476,52.757,,-30.5538,-50.5029,,62.5904,-0.4535,0.4535,-0.6803,-0.6803,-74.9999,-30.1299,-16.7851,-4.3508,-5.7,-9.6947,-0.2453,-0.5874,,0.03,-0.2183,,14.0918,-12.728,,-38.6341,-0.0013,,16.1482,21.8409,
2016-06-08,2410288,23.35,23.35,22.5,22.65,53.3333,35.0882,40.7119,-1.0047,-1.3796,0.3749,22.395,21.9075,,22.5945,22.0007,,0.3539,0.8133,,26.9902,54.7962,,-9.4067,-43.3946,,716.9785,6.621,6.621,2.7397,3.4247,1393.3333,35.1332,-6.4605,-10.0591,-6.361,5.236,0.1118,-0.4318,,0.2972,0.1017,,3.3185,-18.2805,,41.6988,3.8652,,-69.2128,-14.075,
2016-06-13,1738100,22.65,22.65,21.3,21.45,7.3172,25.8312,35.7517,-1.001,-1.3039,0.3029,22.265,21.875,,22.3997,21.8458,,0.4378,0.8181,,34.302,50.7839,,36.3739,-29.7957,,72.1117,0.0,0.0,-5.9603,-5.298,-86.2803,-26.3821,-12.1837,-0.3746,-5.4891,-19.1968,-0.5805,-0.1484,,-0.8621,-0.7039,,23.713,0.5995,,27.0907,-7.3221,,-486.6822,-31.3377,
2016-06-14,1911600,21.45,22.15,21.0,21.5,21.2766,24.313,31.9388,-0.9826,-1.2396,0.257,22.16,21.89,,22.2539,21.8512,,0.4852,0.8078,,34.267,46.8067,,30.8652,-18.8507,,109.9822,0.0,3.2634,-2.0979,0.2331,190.7764,-5.8774,-10.6649,-1.8327,-4.9277,-15.1552,-0.4716,0.0686,,-0.651,0.0249,,10.8255,-1.2641,,-0.1022,-7.8317,,-15.1447,-36.7336,
2016-06-15,1118000,21.75,21.9,21.2,21.4,17.0213,21.8824,28.5866,-0.965,-1.1847,0.2197,22.025,21.9525,,22.1131,21.9769,,0.4906,0.7083,,33.6622,42.0182,,30.0847,-21.97,,58.485,1.1628,1.8605,-1.3953,-0.4651,-20.0,-9.997,-10.4954,-1.7904,-4.4303,-14.5236,-0.6092,0.2855,,-0.6325,0.5749,,1.1088,-12.3151,,-1.7648,-10.2302,,-2.5287,16.5476,
2016-06-16,568582,21.4,21.6,21.25,21.4,17.0213,20.262,25.8118,-0.9403,-1.1358,0.1956,21.88,22.0275,,22.0359,22.0767,,0.4302,0.5386,,33.4214,40.8076,,17.5604,-22.5452,,50.8571,0.0,0.9346,-0.7009,0.0,0.0,-7.4049,-9.7069,-2.5679,-4.1269,-10.9754,-0.6583,0.3416,,-0.349,0.4544,,-12.3033,-23.9553,,-0.7154,-2.8813,,-41.63,2.6183,
2016-06-17,1655750,21.7,22.15,21.6,22.0,42.5532,27.6924,26.4387,-0.8623,-1.0811,0.2188,21.875,22.035,,21.9998,22.1531,,0.4283,0.5371,,34.3241,32.1603,,18.4932,-20.6662,,291.2069,1.4019,3.5047,0.9346,2.8037,150.0,36.6715,2.4287,-8.295,-4.817,11.9046,-0.0229,0.034,,-0.1641,0.3461,,-0.4437,-0.2895,,2.701,-21.1903,,5.3117,-8.3345,
2016-06-20,944450,22.3,22.5,22.05,22.25,53.1915,36.1921,29.6898,-0.7714,-1.0192,0.2478,21.87,22.07,,22.0045,22.1951,,0.4231,0.5265,,35.2174,32.4735,,26.4325,-19.8087,,57.0406,1.3636,2.2727,0.2273,1.1364,25.0,30.6932,12.297,-10.5392,-5.7298,13.2194,-0.0229,0.1588,,0.0214,0.1894,,-1.2263,-1.9672,,2.6025,0.9738,,42.9312,-4.1495,
2016-06-21,580582,22.5,22.5,22.05,22.2,51.0639,41.1494,33.5097,-0.6954,-0.9544,0.259,21.88,22.115,,22.0026,22.2361,,0.4302,0.4947,,35.2228,32.2929,,-0.6967,-18.2823,,61.473,1.1236,1.1236,-0.8989,-0.2247,-3.9999,13.6971,12.8659,-9.8525,-6.3538,4.5382,0.0457,0.2039,,-0.0085,0.1848,,1.6927,-6.0346,,0.0153,-0.5561,,-102.6359,-7.7056,
2016-06-22,1587100,22.2,22.7,22.15,22.3,55.3191,45.8726,37.6306,-0.6199,-0.8875,0.2676,21.905,22.165,,22.0442,22.2675,,0.4481,0.4571,,35.138,32.3134,,-26.3909,-13.4038,,273.3636,0.0,2.2523,-0.2252,0.4504,8.3332,11.4783,12.2979,-10.8496,-7.009,3.3017,0.1143,0.2261,,0.1889,0.1412,,4.1529,-7.5998,,-0.2407,0.0635,,3687.8019,-26.6843,
2016-06-23,652500,22.5,22.6,22.05,22.25,73.5294,55.0915,43.4509,-0.5578,-0.8216,0.2638,21.94,22.155,,22.0584,22.2532,,0.4612,0.4527,,35.0347,27.5861,,-34.966,-18.2384,,41.1127,0.8969,1.3453,-1.1211,-0.2242,32.9186,20.0968,15.4669,-10.0312,-7.4312,-1.4074,0.1598,-0.0451,,0.0647,-0.0642,,2.911,-0.9617,,-0.2941,-14.6295,,32.4929,36.0689,
2016-06-24,1845108,22.3,22.4,20.8,21.15,18.4211,42.868,43.2566,-0.5904,-0.7753,0.1849,21.79,22.0925,,21.8147,22.1819,,0.4483,0.5009,,35.0341,31.1134,,-0.2054,2.9155,,282.7752,0.2247,0.6742,-6.5169,-4.9438,-74.9473,-22.1876,-0.4472,5.8576,-5.6269,-29.9074,-0.6837,-0.2821,,-1.1052,-0.3205,,-2.7816,10.6288,,-0.0015,12.7863,,-99.4125,-115.9854,
2016-06-27,1236547,20.9,21.15,20.75,20.85,5.1282,30.2881,38.9338,-0.6332,-0.7469,0.1137,21.73,21.9975,,21.7394,22.0513,,0.5314,0.5476,,28.456,30.693,,1.5931,0.7175,,67.0176,-1.182,0.0,-1.8913,-1.4184,-72.1612,-29.3457,-9.9935,7.2491,-3.6658,-38.5169,-0.2754,-0.43,,-0.3449,-0.5885,,18.5177,9.331,,-18.7762,-1.3511,,-875.5199,-75.3908,
2016-06-28,1478300,20.6,21.2,20.6,20.45,-7.1428,17.8111,31.8929,-0.6914,-0.7358,0.0444,21.625,21.8925,,21.6434,21.9558,,0.668,0.6311,,28.5967,30.727,,3.1406,3.672,,119.5507,-1.199,1.6787,-1.199,-1.9185,-239.2848,-41.1943,-18.0843,9.1951,-1.4852,-60.9713,-0.4832,-0.4773,,-0.4415,-0.4334,,25.721,15.2409,,0.4942,0.1106,,97.1311,411.7898,
2016-06-29,1356019,20.7,21.25,20.7,20.95,16.6667,17.4297,27.0718,-0.6893,-0.7265,0.0372,21.58,21.8025,,21.5838,21.8486,,0.6993,0.6307,,29.9226,31.1316,,6.6471,10.0561,,91.7283,1.2225,3.912,1.2225,2.445,-333.3356,-2.1418,-15.1165,-0.3106,-1.2644,-16.128,-0.2081,-0.4111,,-0.2756,-0.488,,4.6804,-0.0595,,4.6365,1.3169,,111.6523,173.8591,
2016-06-30,1094100,21.15,21.15,20.75,20.9,14.2857,16.3817,23.5084,-0.6838,-0.718,0.0342,21.53,21.705,,21.5352,21.7793,,0.7308,0.6106,,29.9226,31.0584,,3.1522,-1.1044,,80.6847,0.9546,0.9546,-0.9547,-0.2387,-14.286,-6.0126,-13.1627,-0.805,-1.1773,-8.0712,-0.2317,-0.4472,,-0.2251,-0.3172,,4.5,-3.1791,,0.0002,-0.2351,,-52.5781,-110.982,
2016-07-01,914000,21.05,21.1,20.85,21.0,19.0476,17.2703,21.4291,-0.6636,-0.7071,0.0435,21.43,21.6525,,21.4349,21.7235,,0.7277,0.6244,,26.517,29.9515,,-10.8589,-20.8037,,83.539,0.7177,0.9569,-0.2392,0.4785,33.3333,5.4246,-8.8452,-2.9421,-1.5134,27.0409,-0.4645,-0.2419,,-0.466,-0.2561,,-0.417,2.2534,,-11.3813,-3.5641,,-444.4871,1783.7841,
2016-07-04,1423631,21.05,21.6,21.0,21.4,38.0952,24.212,22.3567,-0.6084,-0.6874,0.079,21.345,21.6075,,21.3579,21.6829,,0.6685,0.6075,,27.0044,30.7442,,-5.9794,-26.0496,,155.7583,0.2381,2.8571,0.0,1.9048,100.0,40.194,4.3288,-8.3228,-2.7916,81.664,-0.3966,-0.2078,,-0.359,-0.187,,-8.1334,-2.7097,,1.8379,2.6468,,-44.9349,25.2161,
2016-07-05,666239,21.5,21.5,21.1,21.1,25.0,24.4746,23.0627,-0.5821,-0.6663,0.0842,21.235,21.5575,,21.3058,21.6533,,0.5991,0.606,,26.9813,30.7778,,-39.5813,-28.0663,,46.7986,0.4673,0.4673,-1.4019,-1.4019,-34.375,1.0849,3.1578,-4.3187,-3.0619,6.6225,-0.5153,-0.2314,,-0.2438,-0.1366,,-10.3844,-0.2499,,-0.0855,0.1092,,561.956,7.7417,
2016-07-06,962048,21.0,21.05,20.65,20.7,5.5556,18.1683,21.4312,-0.5868,-0.6504,0.0636,21.075,21.49,,21.1098,21.6103,,0.4861,0.6231,,27.2994,31.3781,,-34.0549,-25.3243,,144.3998,-0.4739,-0.237,-2.1327,-1.8957,-77.7776,-25.7668,-7.074,0.8055,-2.3862,-24.4557,-0.7535,-0.3131,,-0.9202,-0.1984,,-18.8686,2.8382,,1.1789,1.9505,,-13.9621,-9.7694,
2016-07-07,670001,20.7,21.0,20.7,20.7,10.0001,15.4456,19.436,-0.5838,-0.6371,0.0533,20.92,21.43,,21.0208,21.5838,,0.2679,0.6392,,27.4798,31.38,,-37.5356,-27.4392,-36.8899,69.6432,0.0,1.4493,0.0,0.0,80.0,-14.9862,-9.3099,-0.5136,-2.0483,-16.2089,-0.7355,-0.2792,,-0.4216,-0.123,,-44.8801,2.5693,,0.6609,0.0061,,10.2208,8.3509,
2016-07-11,2215975,21.0,21.9,20.9,21.6,76.9231,35.9381,24.9367,-0.503,-0.6103,0.1073,20.965,21.3775,,21.0558,21.4509,,0.3392,0.5734,,27.0867,30.9794,,-12.3988,-13.9353,-31.781,330.742,1.4493,5.7971,0.9662,4.3478,669.2231,132.6757,28.3016,-13.8419,-4.2097,101.3146,0.2151,-0.245,,0.1666,-0.6154,,26.5921,-10.2856,,-1.4306,-1.2767,,-66.9678,-49.214,-13.8489
2016-07-12,1153100,21.65,21.85,21.3,21.35,56.0,42.6254,30.8329,-0.4539,-0.579,0.1251,21.015,21.3725,,21.1117,21.4323,,0.3567,0.5732,,24.1231,26.1849,,-3.9364,-10.5258,-29.9006,52.0358,0.2315,1.1574,-1.3889,-1.1574,-27.2,18.6079,23.6448,-9.7618,-5.1249,16.6158,0.2385,-0.0234,,0.2657,-0.0868,,5.1786,-0.04,,-10.9411,-15.4764,,-68.2517,-24.4663,-5.9169
2016-07-13,790100,21.5,21.55,21.25,21.5,68.0,51.0836,37.5831,-0.3983,-0.5429,0.1446,21.12,21.3725,,21.1918,21.4241,,0.3251,0.5732,,23.097,26.0415,,-0.9725,-14.6255,-29.4592,68.5196,0.7026,0.9368,-0.4684,0.7026,21.4286,19.8431,21.8929,-12.2513,-6.2422,15.5596,0.4996,0.0,,0.3793,-0.0383,,-8.8745,0.0,,-4.2538,-0.5475,,-75.2941,38.9487,-1.4762
2016-07-14,5980871,21.7,23.3,21.7,22.9,84.9057,62.3576,45.8413,-0.2385,-0.482,0.2435,21.315,21.4475,23.0083,21.8031,21.7097,23.1211,0.6421,0.6674,2.3918,34.715,32.6037,,46.602,9.8896,-22.0073,756.9765,0.9302,8.3721,0.9302,6.5116,24.8613,22.0698,21.973,-40.1189,-11.2132,68.4212,0.9233,0.3509,,2.8847,1.3329,,97.5203,16.4317,,50.3013,25.1987,,-4891.8486,-167.6189,-25.2957
2016-07-15,2452748,23.1,23.4,22.6,22.9,81.8182,68.8445,53.509,-0.1106,-0.4077,0.2971,21.515,21.5225,22.9275,22.0265,21.8233,23.0705,0.7923,0.7419,2.3093,34.3194,32.6519,40.1798,57.3587,-7.2328,-18.9579,41.0099,0.8734,2.1834,-1.31,0.0,-3.6364,10.4027,16.7267,-53.6305,-15.411,22.0255,0.9383,0.3497,-0.3513,1.0245,0.5233,-0.2188,23.4049,11.1643,-3.4464,-1.1398,0.148,,23.082,-173.1359,-13.8564
2016-07-18,1480352,23.2,23.25,22.6,22.85,80.0,72.563,59.8603,-0.0131,-0.3288,0.3157,21.7,21.565,22.8392,22.1512,21.8728,22.9904,0.8708,0.7932,2.2052,34.7086,31.8118,40.0528,58.4473,-1.9201,-16.8884,60.3548,1.31,1.5284,-1.31,-0.2183,-2.2222,5.4013,11.8696,-88.1491,-19.3571,6.2482,0.8599,0.1975,-0.3853,0.5662,0.227,-0.347,9.905,6.9233,-4.5092,1.1342,-2.5729,-0.3161,1.8979,-73.4537,-10.9163
2016-07-19,999385,22.95,23.0,22.6,22.75,76.3636,73.8299,64.5169,0.0554,-0.2519,0.3074,21.835,21.59,22.7375,22.2511,21.8919,22.6461,0.9223,0.8233,2.0592,34.956,31.5566,39.7187,54.0592,-5.5798,-16.6616,67.51,0.4376,0.6565,-1.0941,-0.4376,-4.5455,1.7459,7.779,-523.0361,-23.3726,-2.6283,0.6221,0.1159,-0.4451,0.4508,0.0874,-1.4978,5.9079,3.7864,-6.6223,0.7127,-0.8023,-0.834,-7.5077,190.6041,-1.343
2016-07-20,1594058,22.75,22.85,22.05,22.1,51.8518,66.5039,65.1792,0.0567,-0.1902,0.2469,21.935,21.585,22.6367,22.2896,21.9056,22.5509,0.8873,0.8197,1.934,37.231,32.5754,39.7759,21.6865,0.019,-11.2446,159.5039,0.0,0.4396,-3.0769,-2.8571,-32.0988,-9.9228,1.0266,2.2048,-24.4983,-19.6819,0.458,-0.0232,-0.4435,0.1731,0.0625,-0.4204,-3.7949,-0.4378,-6.0805,6.5084,3.2286,0.144,-59.8838,-100.3399,-32.512
2016-07-21,1399305,22.3,22.7,22.25,22.4,60.0,64.3359,64.8981,0.0809,-0.136,0.2169,22.105,21.59,22.5383,22.373,21.9063,22.4649,0.7808,0.8246,1.7854,34.6134,32.6161,39.8082,12.0088,1.0711,-14.0073,87.7826,0.905,2.7149,0.6787,1.3575,15.7143,-3.2599,-0.4313,42.7841,-28.5069,-12.1441,0.775,0.0232,-0.4344,0.374,0.0033,-0.3813,-11.9965,0.5955,-7.6809,-7.0308,0.1249,0.0812,-44.6256,5546.9581,24.5693
2016-07-22,14034602,22.7,24.6,22.7,24.5,97.0149,75.2289,68.3417,0.2665,-0.0555,0.322,22.485,21.7025,22.4925,23.1771,22.6427,22.6489,0.9313,1.0437,1.6955,45.8226,40.6402,42.0581,90.2336,38.8334,-7.6407,1002.9695,1.3393,9.8214,1.3393,9.375,61.6915,16.9315,5.3062,229.3869,-59.1936,48.4528,1.7191,0.5211,-0.2034,3.5942,3.3614,0.8191,19.2659,26.5785,-5.0392,32.3842,24.6015,5.6518,651.396,3525.4686,-45.452
