iteration,avg_price,cash_and_stock,cash,stock_value,action,position
262,57.5288,1694654.98,499265.08,1195389.9,1,1
263,57.8539,1701411.53,499265.08,1202146.45,1,1
264,60.9304,1765338.9,499265.08,1266073.82,1,1
265,62.9064,1806397.95,499265.08,1307132.86,1,1
266,62.8064,1804319.01,499265.08,1305053.93,1,1
267,63.1816,1812115.03,499265.08,1312849.95,1,1
268,61.2306,1771575.72,499265.08,1272310.64,1,1
269,61.4557,1776253.33,499265.08,1276988.25,1,1
270,61.4057,1775213.86,499265.08,1275948.78,1,1
271,62.3812,1795483.52,499265.08,1296218.44,1,1
272,63.8819,1826667.6,499265.08,1327402.52,1,1
273,64.007,1829266.27,499265.08,1330001.19,1,1
274,62.6063,1800161.13,499265.08,1300896.05,1,1
275,61.5057,1777292.8,499265.08,1278027.72,1,1
276,62.3311,1794444.05,499265.08,1295178.97,1,1
277,60.1801,1749746.86,499265.08,1250481.78,1,1
278,62.2311,1792365.11,499265.08,1293100.03,1,1
279,57.0535,1684780.02,499265.08,1185514.94,1,1
280,56.7033,1677503.73,499265.08,1178238.65,1,1
281,54.8774,1639563.09,499265.08,1140298.01,1,1
282,54.127,1623971.05,499265.08,1124705.97,1,1
283,54.7274,1636444.69,499265.08,1137179.61,1,1
284,53.6018,1613056.62,499265.08,1113791.54,1,1
285,53.977,1620852.64,499265.08,1121587.56,1,1
286,52.6513,1593306.7,499265.08,1094041.62,1,1
287,49.5748,1529379.33,499265.08,1030114.25,1,1
288,46.7233,1470129.57,499265.08,970864.49,1,1
289,46.7108,1469869.7,499265.08,970604.62,1,1
290,47.5363,1487020.95,499265.08,987755.87,1,1
291,47.036,1476626.25,499265.08,977361.17,1,1
292,50.5628,1549908.85,499265.08,1050643.77,1,1
293,50.6253,1551208.19,499265.08,1051943.11,1,1
294,50.7254,1553287.13,499265.08,1054022.05,1,1
295,52.1511,1582912.01,499265.08,1083646.93,1,1
296,50.9505,1557964.74,499265.08,1058699.66,1,1
297,56.128,1665549.83,499265.08,1166284.75,1,1
298,59.6798,1739352.16,499265.08,1240087.08,1,1
299,60.3051,1752345.53,499265.08,1253080.45,1,1
300,59.9049,1744029.78,499265.08,1244764.7,1,1
301,58.2541,1709727.28,499265.08,1210462.2,1,1
302,60.7304,1761181.02,499265.08,1261915.94,1,1
303,61.0055,1766898.11,499265.08,1267633.02,1,1
304,60.6803,1760141.55,499265.08,1260876.47,1,1
305,60.5302,1757023.15,499265.08,1257758.06,1,1
306,59.9049,1744029.78,499265.08,1244764.7,1,1
307,59.8799,1743510.04,499265.08,1244244.96,1,1
308,58.7794,1720641.71,499265.08,1221376.63,1,1
309,59.2546,1730516.67,499265.08,1231251.59,1,1
310,59.5297,1736233.76,499265.08,1236968.68,1,1
311,61.981,1787167.76,499265.08,1287902.68,1,1
312,61.4807,1776773.07,499265.08,1277507.98,1,1
313,60.6053,1758582.35,499265.08,1259317.27,1,1
314,60.9805,1766378.37,499265.08,1267113.29,1,1
315,61.2556,1772095.45,499265.08,1272830.37,1,1
316,66.2581,1876042.4,499265.08,1376777.32,1,1
317,67.3837,1899430.46,499265.08,1400165.38,1,1
318,68.5342,1923338.26,499265.08,1424073.18,1,1
319,76.5382,2089653.38,499265.08,1590388.3,1,1
320,74.4622,2046515.39,499265.08,1547250.31,1,1
321,76.8134,2095370.46,499265.08,1596105.38,1,1
322,77.3136,2105765.15,499265.08,1606500.07,1,1
323,80.8404,2179047.75,499265.08,1679782.67,1,1
324,81.4157,2191001.65,499265.08,1691736.57,1,1
325,87.2686,2312619.58,499265.08,1813354.5,1,1
326,91.0205,2390579.79,499265.08,1891314.71,1,1
327,94.6973,2466980.8,499265.08,1967715.72,1,1
328,95.4227,2482053.1,499265.08,1982788.02,1,1
329,91.3206,2396816.61,499265.08,1897551.53,1,1
330,92.146,2413967.85,499265.08,1914702.77,1,1
331,97.7488,2530388.43,499265.08,2031123.35,1,1
332,98.2991,2541822.6,499265.08,2042557.52,1,1
333,100.05,2578204.03,499265.08,2078938.95,1,1
334,94.3722,2460224.24,499265.08,1960959.16,1,1
335,91.8709,2408250.77,499265.08,1908985.69,1,1
336,91.971,2410329.71,499265.08,1911064.63,1,1
337,85.1676,2268961.86,499265.08,1769696.78,1,1
338,86.7433,2301705.15,499265.08,1802440.07,1,1
339,90.045,2370310.14,499265.08,1871045.05,1,1
340,83.3917,2232060.7,499265.08,1732795.61,1,1
341,83.7669,2239856.72,499265.08,1740591.64,1,1
342,87.9439,2326652.42,499265.08,1827387.34,1,1
343,89.6448,2361994.38,499265.08,1862729.3,1,1
344,88.8444,2345362.87,499265.08,1846097.79,1,1
345,86.143,2289231.52,499265.08,1789966.44,1,1
346,86.4932,2296507.8,499265.08,1797242.72,1,1
347,84.5422,2255968.49,499265.08,1756703.41,1,1
348,84.6673,2258567.17,499265.08,1759302.09,1,1
349,83.9169,2242975.12,499265.08,1743710.04,1,1
350,80.2901,2167613.59,499265.08,1668348.51,1,1
351,80.2651,2167093.85,499265.08,1667828.77,1,1
352,82.8414,2220626.53,499265.08,1721361.45,1,1
353,83.0415,2224784.41,499265.08,1725519.33,1,1
354,80.3151,2168133.32,499265.08,1668868.24,1,1
355,81.1405,2185284.57,499265.08,1686019.49,1,1
356,83.2916,2229981.76,499265.08,1730716.68,1,1
357,84.4172,2253369.82,499265.08,1754104.74,1,1
358,82.066,2204514.75,499265.08,1705249.67,1,1
359,75.3627,2065225.84,499265.08,1565960.76,1,1
360,71.7358,1989864.31,499265.08,1490599.23,1,1
361,73.3617,2023647.07,499265.08,1524381.99,1,1
362,73.4367,2025206.27,499265.08,1525941.19,1,1
363,78.6643,2133830.83,499265.08,1634565.75,1,1
364,78.8644,2137988.71,499265.08,1638723.63,0,1
365,79.1395,2143705.79,499265.08,1644440.71,0,1
366,79.3146,2147343.93,499265.08,1648078.85,0,1
367,80.015,2161896.51,499265.08,1662631.43,0,1
368,76.9134,2097449.4,499265.08,1598184.32,0,1
369,76.013,2078738.95,499265.08,1579473.87,1,1
370,76.3131,2084975.76,499265.08,1585710.68,1,1
371,76.038,2079258.68,499265.08,1579993.6,1,1
372,74.9374,2056390.35,499265.08,1557125.27,1,1
373,76.3882,2086534.97,499265.08,1587269.89,1,1
374,76.2631,2083936.3,499265.08,1584671.21,1,1
375,76.9134,2097449.4,499265.08,1598184.32,1,1
376,77.8389,2116679.58,499265.08,1617414.5,1,1
377,77.8889,2117719.05,499265.08,1618453.97,1,1
378,74.9374,2056390.35,499265.08,1557125.27,1,1
379,68.8344,1929575.08,499265.08,1430310.0,1,1
380,65.958,1869805.58,499265.08,1370540.5,1,1
381,64.1571,1832384.68,499265.08,1333119.6,1,1
382,52.5513,1591227.76,499265.08,1091962.68,1,1
383,53.5768,1612536.89,499265.08,1113271.81,1,1
384,56.3281,1669707.71,499265.08,1170442.63,1,1
385,58.8294,1721681.18,499265.08,1222416.1,0,1
386,57.5037,1694135.24,499265.08,1194870.16,0,1
387,57.5788,1695694.45,499265.08,1196429.37,0,1
388,57.2286,1688418.16,499265.08,1189153.08,1,1
389,57.9039,1702451.0,499265.08,1203185.92,1,1
390,57.5288,1694654.98,499265.08,1195389.9,1,1
391,57.929,1702970.73,499265.08,1203705.65,1,1
392,58.2791,1710247.02,499265.08,1210981.94,1,1
393,58.6543,1718043.04,499265.08,1218777.96,1,1
394,59.8549,1742990.31,499265.08,1243725.23,1,1
395,64.4072,1837582.03,499265.08,1338316.95,1,1
396,67.9089,1910344.89,499265.08,1411079.81,1,1
397,68.4092,1920739.59,499265.08,1421474.51,1,1
398,71.1105,1976870.94,499265.08,1477605.86,0,1
399,70.4602,1963357.84,499265.08,1464092.76,1,1
400,69.6598,1946726.32,499265.08,1447461.24,1,1
401,67.2586,1896831.79,499265.08,1397566.71,1,1
402,68.109,1914502.77,499265.08,1415237.69,1,1
403,66.8084,1887476.56,499265.08,1388211.48,1,1
404,64.8324,1846417.52,499265.08,1347152.44,1,1
405,70.01,1954002.61,499265.08,1454737.53,1,1
406,69.7098,1947765.79,499265.08,1448500.71,1,1
407,66.9585,1890594.97,499265.08,1391329.89,1,1
408,67.2086,1895792.32,499265.08,1396527.24,1,1
409,66.8834,1889035.77,499265.08,1389770.69,1,1
410,66.7083,1885397.63,499265.08,1386132.54,1,1
411,64.1821,1832904.42,499265.08,1333639.34,1,1
412,63.2316,1813154.5,499265.08,1313889.42,1,1
413,63.4067,1816792.64,499265.08,1317527.56,1,1
414,61.6308,1779891.47,499265.08,1280626.39,1,1
415,61.7559,1782490.15,499265.08,1283225.07,1,1
416,63.5067,1818871.58,499265.08,1319606.5,1,1
417,63.5818,1820430.78,499265.08,1321165.7,1,1
418,61.3807,1774694.13,499265.08,1275429.05,1,1
419,61.0805,1768457.31,499265.08,1269192.23,1,1
420,61.8809,1785088.82,499265.08,1285823.74,1,1
421,61.7559,1782490.15,499265.08,1283225.07,1,1
422,59.8549,1742990.31,499265.08,1243725.23,1,1
423,56.103,1665030.1,499265.08,1165765.02,1,1
424,56.6033,1675424.79,499265.08,1176159.71,1,1
425,54.8524,1639043.36,499265.08,1139778.28,1,1
426,54.6523,1634885.48,499265.08,1135620.4,1,1
427,57.0785,1685299.75,499265.08,1186034.67,1,1
428,59.7048,1739871.9,499265.08,1240606.82,1,1
429,59.7799,1741431.1,499265.08,1242166.02,1,1
430,61.3056,1773134.92,499265.08,1273869.84,1,1
431,62.4812,1797562.45,499265.08,1298297.37,1,1
432,61.6558,1780411.21,499265.08,1281146.13,1,1
433,61.981,1787167.76,499265.08,1287902.68,1,1
434,63.7569,1824068.93,499265.08,1324803.85,1,1
435,63.1315,1811075.56,499265.08,1311810.48,1,1
436,63.2816,1814193.97,499265.08,1314928.89,1,1
437,66.2831,1876562.13,499265.08,1377297.05,1,1
438,66.4582,1880200.28,499265.08,1380935.2,1,1
439,65.8829,1868246.38,499265.08,1368981.3,1,1
440,63.8069,1825108.4,499265.08,1325843.32,1,1
441,68.059,1913463.3,499265.08,1414198.22,1,1
442,71.8109,1991423.51,499265.08,1492158.43,1,1
443,71.3357,1981548.55,499265.08,1482283.47,1,1
444,73.962,2036120.7,499265.08,1536855.62,1,1
445,73.8119,2033002.29,499265.08,1533737.21,1,1
446,75.3627,2065225.84,499265.08,1565960.76,1,1
447,75.6128,2070423.19,499265.08,1571158.11,1,1
448,73.3366,2023127.33,499265.08,1523862.25,1,1
449,72.036,1996101.12,499265.08,1496836.04,1,1
450,70.1601,1957121.02,499265.08,1457855.94,1,1
451,72.7614,2011173.43,499265.08,1511908.35,1,1
452,72.5613,2007015.55,499265.08,1507750.47,1,1
453,73.2366,2021048.39,499265.08,1521783.31,1,1
454,73.5368,2027285.21,499265.08,1528020.13,1,1
455,71.9359,1994022.19,499265.08,1494757.11,1,1
456,70.5603,1965436.77,499265.08,1466171.69,1,1
457,70.8604,1971673.59,499265.08,1472408.51,1,1
458,69.7849,1949325.0,499265.08,1450059.92,1,1
459,70.3101,1960239.43,499265.08,1460974.35,1,1
460,71.5608,1986226.16,499265.08,1486961.08,1,1
461,64.9825,1849535.93,499265.08,1350270.85,1,1
462,63.3567,1815753.17,499265.08,1316488.09,1,1
463,65.1576,1853174.07,499265.08,1353908.99,1,1
464,63.3567,1815753.17,499265.08,1316488.09,1,1
465,61.3807,1774694.13,499265.08,1275429.05,1,1
466,59.8799,1743510.04,499265.08,1244244.96,1,1
467,59.5047,1735714.02,499265.08,1236448.94,1,1
468,57.979,1704010.2,499265.08,1204745.12,1,1
469,60.3802,1753904.74,499265.08,1254639.66,1,1
470,61.0555,1767937.57,499265.08,1268672.49,1,1
471,59.2796,1731036.41,499265.08,1231771.33,1,1
472,58.8294,1721681.18,499265.08,1222416.1,1,1
473,58.1791,1708168.08,499265.08,1208903.0,1,1
474,55.1276,1644760.44,499265.08,1145495.36,1,1
475,55.1276,1644760.44,499265.08,1145495.36,1,1
476,57.1035,1685819.49,499265.08,1186554.41,1,1
477,57.7288,1698812.85,499265.08,1199547.77,1,1
478,59.2796,1731036.41,499265.08,1231771.33,1,1
479,63.6068,1820950.52,499265.08,1321685.44,1,1
480,63.3066,1814713.7,499265.08,1315448.62,1,1
481,63.2316,1813154.5,499265.08,1313889.42,1,1
482,63.0315,1808996.62,499265.08,1309731.54,1,1
483,63.4317,1817312.37,499265.08,1318047.29,1,1
484,63.8069,1825108.4,499265.08,1325843.32,1,1
485,58.4792,1714404.9,499265.08,1215139.82,1,1
486,59.1546,1728437.73,499265.08,1229172.65,1,1
487,59.2546,1730516.67,499265.08,1231251.59,1,1
488,59.1546,1728437.73,499265.08,1229172.65,1,1
489,59.5047,1735714.02,499265.08,1236448.94,1,1
490,58.1541,1707648.35,499265.08,1208383.26,1,1
491,58.8544,1722200.92,499265.08,1222935.84,1,1
492,60.1801,1749746.86,499265.08,1250481.78,1,1
